url,subject,question,optionA,optionB,optionC,optionD,answer,reason,status,problem
https://myschoolgist.com/news/federal-poly-bali-rector-vacancy-189130/,Unknown,,,,,,,,REJECTED,"question, optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/news/federal-poly-bali-rector-vacancy-189130/,Unknown,,,,,,,,REJECTED,"question, optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/news/federal-poly-bali-rector-vacancy-189130/,Unknown,,,,,,,,REJECTED,"question, optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/job/mcpherson-university-job-vacancies-189454/,Unknown,,,,,,,,REJECTED,"question, optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/job/mcpherson-university-job-vacancies-189454/,Unknown,"Requirements, Positions and Application Guide By Olusegun Fapohunda August 2, 2026 Time to Rea",,,,"5 min • 942 words AI-generated editorial image showing Nigerian professionals reviewing McPherson University job vacancy details for the 2026 recruitment notice McPherson University Job Vacancies at a Glance McPherson University job vacancies have been announced, with eight positions and a closing date of 14 August",,,REJECTED,"optionA, optionB, optionC, answer"
https://myschoolgist.com/job/mcpherson-university-job-vacancies-189454/,Unknown,,,,,,,,REJECTED,"question, optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/job/mcpherson-university-job-vacancies-189454/,Unknown,Only shortlisted applicants will be contacte,"curricular activities Community service Signature and date Applicants should ensure that the selected post is stated clearly and that every required CV section is included before submission. Conditions of Service Conditions of service are as outlined by the McPherson Regulations governing the service of employees on MUTSSS01/MUNTSSS07 and above, together with the operational Scheme of Service. Application Closing Date All applications must be received no later than Friday, 14 August",S,"in Civil Engineering from a recognised higher education provider, with at least a Second Class Lower Division, together with an NYSC Discharge Certificate or evidence of exemption. Five SSCE, NECO, WASC or GCE O'Level credits, including English Language and Mathematics, are require","Each applicant must also be registered with the Council for the Regulation of Engineering in Nigeria, COREN. How to Apply for McPherson University Job Vacancies Each candidate must be digitally literate and must send a detailed Curriculum Vitae to the Registrar through registrar@mcu.edu.ng. The Curriculum Vitae is to follow this order: Name in full, with the surname first and written in capital letters Place and date of birth Home town and Local Government Area State of origin and nationality Religion or denomination Permanent home address Present postal address Mobile number, including a WhatsApp number Email address Marital status Sex Post applied for Educational establishments attended, with dates Academic qualifications, with dates Professional qualifications, with dates Present employment, position and gross monthly salary Work experience within and outside the University, including previous positions Valid membership of professional bodies Extr",,,REJECTED,answer
https://myschoolgist.com/job/mcpherson-university-job-vacancies-189454/,Unknown,Only shortlisted applicants will be contacte,,Enjoy Low Fees! Call 08033006849 Now! RECOMMENDE,,"Mcpherson University Share This Post: If this post helped you, share it with others! Use the buttons below to spread the word! WhatsApp X (Twitter) Facebook Suggested Articles McPherson University (McU) Nursing Induction",,,REJECTED,"optionA, optionC, answer"
https://myschoolgist.com/job/mcpherson-university-job-vacancies-189454/,Unknown,,,,,,,,REJECTED,"question, optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/job/mcpherson-university-job-vacancies-189454/,Unknown,,,,,,,,REJECTED,"question, optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/job/aksu-academic-staff-recruitment-189602/,Unknown,"years old Professor Requirements for Medicine and Surgery Candidates must possess Fellowship of the National Postgraduate Medical College of Nigeria or the West African Postgraduate Medical College of Similar College Overseas. A PhD is an added advantage. Candidates for Professorship must show evidence of teaching within a university or a body of similar standing for at least ten years. They must also have contributed to knowledge through scholarly publications in reputable journals. A minimum of two years as a Reader/Associate Professor is required. Professor Requirements for Nursing A candidate is required to possess a Bachelor's degree with not less than Second Class Lower Division. Registration as a Nurse, Midwife or Public Health Nurse with the Nursing and Midwifery Council of Nigeria is required, alongside a Master's Degree in Nursing Science and a Doctor of Philosophy or Doctor of Nursing Science. Candidates must show evidence of teaching within a university of similar standing and contribution to knowledge through scholarly publications in reputable journals. Candidates with a PhD must have spent a minimum of two years as an Associate Professor. Professor Requirements for Pharmacy Pharmacy candidates must possess a Bachelor of Pharmacy (B.Pharm.) or Doctor of Pharmacy (Pharm.D.) degree, a relevant Master's degree and a PhD within the relevant field. They must be registered pharmacists with the Pharmacists Council of Nigeria and possess a current practising licence. At least ten years of teaching and research experience within a university or a body of similar standing is required, with scholarly publications in reputable local and international peer-reviewed journals. Candidates must show academic leadership through postgraduate supervision and the ability to attract research grants from local and international funding agencies. A minimum of two years as a Reader/Associate Professor is required. Senior Lecturer Requirements Senior Lecturer is on CONUASS 05 Step 1 , with an annual basic salary of ₦667,768.68 . CONUASS 05 Step 1 ₦667,768.68 Candidates are required to possess a minimum of a PhD within the relevant field and at least six years of teaching and research experience within the university system. Evidence of academic experience through publications in recognised local and international journals is required. Applicants are also expected to show academic leadership through postgraduate supervision and the ability to attract research grants from local and international funding agencies. Candidates should be ready to lead research groups within the department and university. The maximum age at the time of application is 50 years .",,,,,,,REJECTED,"optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/job/aksu-academic-staff-recruitment-189602/,Unknown,"years Senior Lecturer Requirements for Nursing Science Candidates must possess: A Bachelor's degree with not less than Second Class Lower Division. Registration as a Nurse, Midwife or Public Health Nurse with the Nursing and Midwifery Council of Nigeria. A Master's degree in Nursing Science and a Doctor of Philosophy or Doctor of Nursing Science. Evidence of teaching within a university or a body of similar standing and contribution to knowledge through scholarly publications in reputable journals. Candidates with a PhD must have spent a minimum of two years as a Lecturer I. Senior Lecturer Requirements for Medicine and Surgery Candidates must possess Fellowship of the National Postgraduate Medical College of Nigeria, the West African Postgraduate Medical College or a similar college overseas. At least four years of teaching experience within a university or a body of similar standing is required, together with scholarly publications in reputable journals. Candidates must have spent a minimum of two years as a Lecturer I. Senior Lecturer Requirements for Pharmacy Candidates must possess a Bachelor of Pharmacy (B.Pharm.) or Doctor of Pharmacy (Pharm.D.) degree, a relevant Master's degree and a PhD within the relevant field. Registration with the Pharmacists Council of Nigeria and a current practising licence are required. Candidates must have at least six years of teaching and research experience within a university or pharmaceutical research institute, with scholarly publications in reputable local and international peer-reviewed journals. They must show the ability to supervise postgraduate students and must have spent a minimum of two years as a Lecturer I. Lecturer I Requirements Lecturer I is on CONUASS 04 Step 1 , with an annual basic salary of ₦599,711.52 . CONUASS 04 Step 1 ₦599,711.52 Candidates are required to possess a minimum of a PhD within the relevant field and at least four years of teaching and research experience within the university system. Evidence of academic experience through publications in recognised local and international journals is required. Candidates must also show academic leadership through postgraduate supervision and the ability to attract research grants from local and international funding agencies. The maximum age at the time of application is 45 years .",,,,,,,REJECTED,"optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/job/aksu-academic-staff-recruitment-189602/,Unknown,"years Lecturer I Requirements for Nursing Science Candidates must possess a Bachelor's degree with not less than Second Class Lower Division and must be registered as a Nurse, Midwife or Public Health Nurse with the Nursing and Midwifery Council of Nigeria. A Master's degree in Nursing Science and a Doctor of Philosophy or Doctor of Nursing Science are required. Lecturer I Requirements for Medicine and Surgery Candidates must possess Fellowship of the National Postgraduate Medical College of Nigeria, the West African Postgraduate Medical College or a similar college overseas. Lecturer I Requirements for Pharmacy Candidates must possess a Bachelor of Pharmacy (B.Pharm.) or Doctor of Pharmacy (Pharm.D.) degree, a relevant Master's degree and a PhD within the relevant field. A relevant Fellowship of the West African Postgraduate College of Pharmacists may be considered where applicable. Candidates must be registered pharmacists with the Pharmacists Council of Nigeria and possess a current practising licence. Competence in undergraduate teaching, research and practical pharmacy training is required, together with scholarly publications in reputable journals. Lecturer II Requirements Lecturer II is on CONUASS 03 Step 1 , with an annual basic salary of ₦563,250.36 . CONUASS 03 Step 1 ₦563,250.36 A candidate must possess a minimum of a Master's degree within the relevant field with two years of experience or a PhD within the relevant field. Candidates with a Master's degree must have registered for a PhD programme. The maximum age at the time of application is 40 years .",,,,,,,REJECTED,"optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/job/aksu-academic-staff-recruitment-189602/,Unknown,"years Lecturer II Requirements for Nursing Science Candidates must possess a Bachelor's degree with not less than Second Class Lower Division. Registration as a Nurse, Midwife or Public Health Nurse with the Nursing and Midwifery Council of Nigeria is required. A Master's degree in Nursing Science is also required. Lecturer II Requirements for Medicine and Surgery Candidates must possess a minimum of a Master's degree within the relevant field with two years of experience or a PhD within the relevant field. Applicants holding a Master's degree must have registered for a PhD programme. Lecturer II Requirements for Pharmacy Candidates must possess a Bachelor of Pharmacy (B.Pharm.) or Doctor of Pharmacy (Pharm.D.) degree and a relevant Master's degree from a recognised university. They must be registered pharmacists with the Pharmacists Council of Nigeria and possess a current practising licence. Competence in undergraduate teaching and practical pharmacy training is required, while candidates must also have registered for a PhD programme. Assistant Lecturer Requirements Assistant Lecturer is on CONUASS 02 Step 1 , with an annual basic salary of ₦550,826.88 . CONUASS 02 Step 1 ₦550,826.88 Candidates must possess a minimum of a Master's degree within the relevant field with a PhD-grade result. Registration for a PhD programme is required. The maximum age at the time of application is 35 years .",,,,,,,REJECTED,"optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/job/aksu-academic-staff-recruitment-189602/,Unknown,"years Assistant Lecturer Requirements for Nursing Science A minimum of a Master's degree within the relevant field with a PhD-grade result is required. Candidates must have registered for a PhD programme. Assistant Lecturer Requirements for Medicine and Surgery A minimum of a Master's degree within the relevant field with a PhD-grade result is required. Candidates must have registered for a PhD programme. Assistant Lecturer Requirements for Pharmacy Candidates must possess a Bachelor of Pharmacy (B.Pharm.) or Doctor of Pharmacy (Pharm.D.) degree and a relevant Master's degree with a PhD-grade result. They must be registered pharmacists with the Pharmacists Council of Nigeria and possess a current practising licence. Registration for a PhD programme is required. AKSU Academic Vacancy Application Method Applicants are required to submit their applications through the Akwa Ibom State Employment Portal . Akwa Ibom State Employment Portal Candidates should review the requirements for the intended academic rank and any extra conditions attached to Nursing Science, Medicine and Surgery or Pharmacy before submitting an application. Application Closing Date Applications for the advertised academic positions must be submitted not later than four weeks from the date of the advertisement . not later than four weeks from the date of the advertisement The notice states the deadline as a four-week period rather than giving a separate calendar closing date. Frequently Asked Questions What positions are available in the AKSU academic staff recruitment? The advertised positions are Professor, Senior Lecturer, Lecturer I, Lecturer II and Assistant Lecturer. What is the salary for an AKSU Professor? Professor is on CONUASS 07 Step 2, with an annual basic salary of ₦1,004,825.64. What is the salary for an AKSU Senior Lecturer? Senior Lecturer is on CONUASS 05 Step 1, with an annual basic salary of ₦667,768.68. What is the salary for an AKSU Lecturer I? Lecturer I is on CONUASS 04 Step 1, with an annual basic salary of ₦599,711.52. What is the salary for an AKSU Lecturer II? Lecturer II is on CONUASS 03 Step 1, with an annual basic salary of ₦563,250.36. What is the salary for an AKSU Assistant Lecturer? Assistant Lecturer is on CONUASS 02 Step 1, with an annual basic salary of ₦550,826.88. Is computer literacy required? Yes. Computer literacy is listed as a general requirement for all advertised positions. Is professional registration required? Registration with the relevant professional body is required where applicable. Special registration conditions are also stated for Nursing and Pharmacy candidates. What is the age limit for the academic positions? The maximum age is 55 years for Professor, 50 years for Senior Lecturer, 45 years for Lecturer I, 40 years for Lecturer II and 35 years for Assistant Lecturer. Are there separate requirements for Nursing Science applicants? Yes. Nursing Science applicants have extra degree and professional registration requirements according to the academic rank being sought. Are there separate requirements for Medicine and Surgery applicants? Yes. Special Fellowship and experience requirements apply to certain Medicine and Surgery positions, while the advertised salary scale is stated as CONUASS/CONMESS. Are there separate requirements for Pharmacy applicants? Yes. Pharmacy applicants have extra degree requirements, Pharmacists Council of Nigeria registration conditions and current practising licence requirements according to rank. Where will applications be submitted? Applications are to be submitted through the Akwa Ibom State Employment Portal . When will applications close? Applications must be submitted not later than four weeks from the date of the advertisement. Alternative admission via JUPEB/IJMB programmes (SPONSORED) Enter 200-Level Directly! Gain University Admission via JUPEB/IJMB . Enjoy Low Fees! Call 08033006849 Now! Alternative admission via JUPEB/IJMB programmes (SPONSORED) Enter 200-Level Directly! Gain University Admission via JUPEB/IJMB . Enjoy Low Fees! Call 08033006849 Now! RECOMMENDED : Browse a wide range of job openings and find your perfect career opportunity here . RECOMMENDED Search MySchoolGist ... Search Tagged: Akwa Ibom State University : AKSU Tagged: Share This Post: If this post helped you, share it with others! Use the buttons below to spread the word! Share This Post: WhatsApp X (Twitter) Facebook WhatsApp X (Twitter) Facebook Suggested Articles Akwa Ibom State University (AKSU) Postgraduate Admission Form for 2026/2027 Academic Session AKSU Postgraduate Courses Akwa Ibom State University (AKSU) Academic Calendar for 2nd Semester 2025/2026 Academic Session Akwa Ibom State University (AKSU) Recruitment: Registrar, Bursar and University Librarian Vacancies McPherson University Job Vacancies 2026: Positions, Requirements and Application Details Federal Polytechnic Bali Federal Polytechnic Bali Rector Vacancy: Get the Requirements and Application Steps Venite University Job Vacancies: Get Academic or Technical Career Opportunities Nigerian Air Force (NAF) Successful Candidates List for BMTC 46/2025: Full Reporting Guide for Selected Candidates Suggested Articles Articles Akwa Ibom State University (AKSU) Postgraduate Admission Form for 2026/2027 Academic Session AKSU Postgraduate Courses Akwa Ibom State University (AKSU) Academic Calendar for 2nd Semester 2025/2026 Academic Session Akwa Ibom State University (AKSU) Recruitment: Registrar, Bursar and University Librarian Vacancies McPherson University Job Vacancies 2026: Positions, Requirements and Application Details Federal Polytechnic Bali Federal Polytechnic Bali Rector Vacancy: Get the Requirements and Application Steps Venite University Job Vacancies: Get Academic or Technical Career Opportunities Nigerian Air Force (NAF) Successful Candidates List for BMTC 46/2025: Full Reporting Guide for Selected Candidates Previous story Post UTME (Unified Tertiary Matriculation Examination) Forms 2026/2027 for Universities, Polytechnics and Other Schools Next story Kano State Polytechnic (KANOPOLY) Post UTME Form for 2026/2027 ND Admission Previous story Post UTME (Unified Tertiary Matriculation Examination) Forms 2026/2027 for Universities, Polytechnics and Other Schools Next story Kano State Polytechnic (KANOPOLY) Post UTME Form for 2026/2027 ND Admission Meet The Author Olusegun Fapohunda is the founder and editor of MySchoolGist, with over a decade of experience in education publishing. He covers education updates, admission notices, examination news, scholarships, career opportunities and related public information. Connect with him on X (formerly Twitter) . Meet The Author Olusegun Fapohunda is the founder and editor of MySchoolGist, with over a decade of experience in education publishing. He covers education updates, admission notices, examination news, scholarships, career opportunities and related public information. Connect with him on X (formerly Twitter) . Home About Disclaimer Privacy Policy Quick Links Education Resources WAEC Past Questions NABTEB Past Questions JAMB Past Questions Post UTME Past Questions Universities Polytechnics Monotechnics Colleges of Education Top Universities Illegal Universities Courses JAMB WAEC NECO Jobs in Nigeria MySchoolGist Web Services is a registered publisher and marketing solutions provider in Nigeria. It publishes Myschoolgist.com, a leading digital publication that covers the latest educational trends, career opportunities and current news. Copyright © 2012 - 2026 MySchoolGist Home About Disclaimer Privacy Policy Quick Links Education Resources WAEC Past Questions NABTEB Past Questions JAMB Past Questions Post UTME Past Questions Universities Polytechnics Monotechnics Colleges of Education Top Universities Illegal Universities Courses JAMB WAEC NECO Jobs in Nigeria Quick Links Education Resources WAEC Past Questions NABTEB Past Questions JAMB Past Questions Post UTME Past Questions Universities Polytechnics Monotechnics Colleges of Education Top Universities Illegal Universities Courses JAMB WAEC NECO Jobs in Nigeria MySchoolGist Web Services is a registered publisher and marketing solutions provider in Nigeria. It publishes Myschoolgist.com, a leading digital publication that covers the latest educational trends, career opportunities and current news. Copyright © 2012 - 2026 MySchoolGist",,,,,,,REJECTED,"optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/job/abu-registrar-bursar-vacancies-188646/,Unknown,,,,,,,,REJECTED,"question, optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/job/bagco-graduate-trainee-187537/,Unknown,"The programme will be based in Kano and successful trainees will be exposed to structured learning, mentorship and departmental work. The programme is designed to develop young graduates for possible key roles within the organisation, while giving them practical exposure to a packaging solutions company. What should applicants know about Flour Mills of Nigeria Plc? Flour Mills of Nigeria Plc has been part of the lives of Nigerians at home and abroad through its food brands. The company's global vision is to be a leading foods company in Africa, with high quality and affordable products available through brands such as Golden Penny Flour, Golden Penny Semovita, Goldenvita, Golden Pasta and Golden Noodles. Golden Penny remains the company's flagship brand and it is well known among bakers, confectioneries and consumers in Nigeri","Where is the Graduate Trainee Programme located? The Graduate Trainee Programme is located in Kano. Applicants should take note of the location before applying, since the role has been listed specifically for Kano. Who can apply for the BAGCO Graduate Trainee Programme? Applicants with a Bachelor's degree or HND in the listed fields will be considere",,,"What will trainees gain from the programme? Trainees will receive structured training and mentorship. They will also gain exposure to real projects and operations, with career growth and development opportunities available through the programme. The offer includes a competitive stipend and benefits, as well as a supportive and inclusive work culture. What should applicants check before applying? Applicants should confirm that they meet the stated requirements before sending an email application. They should check the following: The course studied is among the accepted areas The qualification is a Bachelor's degree or HND NYSC has been completed or exemption has been obtained Post-NYSC experience is not above one year The email subject is written as ""GT KANO"" A correct email subject will help the application match the stated role. When is the application closing date? The application closing date is 15 June",,,REJECTED,"optionB, optionC, answer"
https://myschoolgist.com/job/bagco-graduate-trainee-187537/,Unknown,"Candidates who meet the stated conditions should send their application before the closing date. How can candidates apply? Interested and qualified candidates should submit their application by email to recruitment@bagco-ng.com. The subject of the email should be ""GT KANO"". Applicants should ensure that their application details are clear, accurate and relevant to the Graduate Trainee Programme before submission. Alternative admission via JUPEB/IJMB programmes (SPONSORE",,Enjoy Low Fees! Call 08033006849 Now! RECOMMENDE,,"Browse a wide range of job openings and find your perfect career opportunity here . Search MySchoolGist ... Search Share This Post: If this post helped you, share it with others! Use the buttons below to spread the word! WhatsApp X (Twitter) Facebook Suggested Articles Akwa Ibom State University (AKSU) Academic Staff Vacancies: Requirements, Salaries and Application McPherson University Job Vacancies",,,REJECTED,"optionA, optionC, answer"
https://myschoolgist.com/job/bagco-graduate-trainee-187537/,Unknown,,,,,,,,REJECTED,"question, optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/job/bagco-graduate-trainee-187537/,Unknown,,,,,,,,REJECTED,"question, optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/job/bagco-graduate-trainee-187537/,Unknown,,,,,,,,REJECTED,"question, optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/job/bagco-graduate-trainee-187537/,Unknown,"Graduate Requirements, Benefits and Application Link Federal Road Safety Commission (FRS",,,Job Recruitment,,,,REJECTED,"optionA, optionB, optionD, answer"
https://myschoolgist.com/job/bagco-graduate-trainee-187537/,Unknown,,,,,,,,REJECTED,"question, optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/job/naija-coke-summership-187534/,Unknown,,,,,,,,REJECTED,"question, optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/job/naija-coke-summership-187534/,Unknown,,,,,,,,REJECTED,"question, optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/job/naija-coke-summership-187534/,Unknown,,,,,,,,REJECTED,"question, optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/job/naija-coke-summership-187534/,Unknown,"Graduate Requirements, Benefits and Application Link Federal Road Safety Commission (FRS",,,Job Recruitment,,,,REJECTED,"optionA, optionB, optionD, answer"
https://myschoolgist.com/job/naija-coke-summership-187534/,Unknown,,,,,,,,REJECTED,"question, optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/job/lotus-bank-sales-academy-188757/,Unknown,,,,,,,,REJECTED,"question, optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/job/lotus-bank-sales-academy-188757/,Unknown,"Requirements, Benefits and Application Link By Olusegun Fapohunda July 7, 2026 Time to Rea",1.0 at a Glance LOTUS Bank Sales Academy 2026 has opened for graduate applicants. LSA 1.0 is for sales and relationship management careers. Applicants need at least Second Class Lower. NYSC completion or exemption is require,,,"Read on for requirements, benefits, candidate qualities and the application link. LOTUS Bank has invited audacious, self-driven graduates to apply for the 2026 LOTUS Bank Sales Academy, also known as LSA 1.",,,REJECTED,"optionB, optionC, answer"
https://myschoolgist.com/job/lotus-bank-sales-academy-188757/,Unknown,"The programme is for graduates who are interested in sales, relationship management, customer engagement and a long-term banking career with LOTUS Bank. Prepare for JAMB, WAEC, NECO, BECE, NCEE and Post UTME Practise CBT Exams on Mobile or PC Prepare for Post UTME, WAEC, NECO, JAMB UTME, Junior WAEC (BECE) and Common Entrance (NCEE) with the MySchoolGist CBT App and Software. Use it on Android, iPhone or Windows to practise past questions anytime. Android App iPhone App Windows 10+ Windows 7 & 8 Need help choosing the right version? Chat with us on WhatsApp . What Is the LOTUS Bank Sales Academy 2026? LOTUS Bank Sales Academy 2026 is a structured development programme for graduates who want a career in sales and relationship management. The academy is designed to train the next group of sales professionals through structured learning, practical banking exposure, mentorship and career development. What Will the LOTUS Bank Sales Academy Offer? The LSA programme will provide training and work exposure connected to sales, customer acquisition and relationship management. Participants will gain: Worl",,Enjoy Low Fees! Call 08033006849 Now! RECOMMENDE,,"Browse a wide range of job openings and find your perfect career opportunity here . Search MySchoolGist ... Search Share This Post: If this post helped you, share it with others! Use the buttons below to spread the word! WhatsApp X (Twitter) Facebook Suggested Articles Akwa Ibom State University (AKSU) Academic Staff Vacancies: Requirements, Salaries and Application McPherson University Job Vacancies",,,REJECTED,"optionA, optionC, answer"
https://myschoolgist.com/job/lotus-bank-sales-academy-188757/,Unknown,,,,,,,,REJECTED,"question, optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/job/lotus-bank-sales-academy-188757/,Unknown,,,,,,,,REJECTED,"question, optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/job/lotus-bank-sales-academy-188757/,Unknown,Gain Technical Skills and Internship Consideration Federal Road Safety Commission (FRS,,,Job Recruitment,,,,REJECTED,"optionA, optionB, optionD, answer"
https://myschoolgist.com/job/lotus-bank-sales-academy-188757/,Unknown,,,,,,,,REJECTED,"question, optionA, optionB, optionC, optionD, answer"
https://myschoolgist.com/news/weac-english-scheme-of-exam-and-sample-questions/,English Language,Most African countries face poverty while few enjoy ………………………. poverty,influence,money,affluence,power,,,REJECTED,answer
https://myschoolgist.com/news/weac-english-scheme-of-exam-and-sample-questions/,English Language,Last year our farmers cultivated more crops than they……………………….,destroyed,uprooted,harvested,yielded,,,REJECTED,answer
https://myschoolgist.com/news/weac-english-scheme-of-exam-and-sample-questions/,English Language,There would have been a riot in our school but for the timely……………..of our staff. 3.,intervention,interruption,interference,invasion,,,REJECTED,answer
https://myschoolgist.com/news/weac-english-scheme-of-exam-and-sample-questions/,English Language,The armed robbers ……………every room in the bank to look for money.,explored,ransacked,raked,swept,,,REJECTED,answer
https://myschoolgist.com/news/weac-english-scheme-of-exam-and-sample-questions/,English Language,Ade is too clever by half. This means that Ade is,far cleverer than others.,actually very stupid in his behaviour.,annoyingly clever.,behaving to be clever but is not.,,,REJECTED,answer
https://myschoolgist.com/news/weac-english-scheme-of-exam-and-sample-questions/,English Language,Ameh is really being economical with the truth. This means that Ameh,is being praised for being honest.,does not know enough.,knows more than he is prepared to say.,is not telling the truth.,,,REJECTED,answer
https://myschoolgist.com/news/weac-english-scheme-of-exam-and-sample-questions/,English Language,"By failing to attend the interview, Idoko has lost a golden opportunity. golden",blessed,bright,good,delightful,,,REJECTED,answer
https://myschoolgist.com/news/weac-english-scheme-of-exam-and-sample-questions/,English Language,I hope the principal would be gracious enough to forgive us. gracious,cordial,polite,merciful,gentle,,,REJECTED,answer
https://myschoolgist.com/news/weac-english-scheme-of-exam-and-sample-questions/,English Language,A good citizen abides ………….. the rules of the land.,with,in,at,by,,,REJECTED,answer
https://myschoolgist.com/news/weac-english-scheme-of-exam-and-sample-questions/,English Language,"Since his swearing in, the governor ……………….. his hometown.",had not been visiting,has not visited,did not visit,had not visited,,,REJECTED,answer
https://myschoolgist.com/news/weac-english-scheme-of-exam-and-sample-questions/,English Language,"Write a story that ends with the words: That experience will linger on my mind for a long time. SECTION B COMPREHENSION (20 marks) Dele groaned and got out of bed. There was no clock on the mantel piece and the room was still dark, but he knew that he was already late for work, probably by an hour. He was a commercial bus driver and had to get started as early as 5.00a.m. and go almost non-stop till about 9.00 p.m. to be able to make the daily returns that the bus owner demanded. On the previous day, he had attended an all-night party – a late uncle's burial ceremony – where he had drunk himself almost senseless before crawling home in the early hours of the morning. Now, he got up shakily, splashed water on his face and hurried off to work, but not before carefully fastening on his upper left arm the amulet he had always worn for protection against accidents. A similar amulet hung concealed under the steering column of his bus. On his way, still feeling groggy, he caught his left toe against a stump and had some misgiving. It was a bad sign and he was supposed to go back home and then set out again. But there was no time for that now, so he hurried on. At the bus station, Dele quickly loaded his bus and sped off without any of the necessary checks on the vehicle. He had to make up for lost time. It was the rush hour, so the bus was overloaded as it often was, with many passengers hanging on to the doors. The tyres were threadbare, the brakes were faulty and the road was wet, but, still feeling a little sleepy, Dele sped on. Many passengers protested about his reckless driving, but he would not listen. After all, didn't he have protection against accident? As the vehicle took the last turn before its destination, Dele saw a broken-down truck blocking his side of the road. Under normal circumstances, he could have brought the bus safely to a halt, bur the circumstances were far from normal. The careering bus hit the parked vehicle, swerved wildly across the road and plunged into a ditch. Dele's surprise before he sank into oblivion was the failure of his supposedly protective amulets.",Why did Dele wake up late?,… he caught his left toe against a stump and had some misgivings . What does this tell us about Dele?,Give two reasons why Dele drove recklessly.,Why was Dele unable to stop his faulty vehicle?,,,REJECTED,answer
https://myschoolgist.com/news/weac-english-scheme-of-exam-and-sample-questions/,English Language,w i t i,fright,wheat,tree,market,,,REJECTED,"question, answer"
https://myschoolgist.com/news/weac-english-scheme-of-exam-and-sample-questions/,English Language,l oo k oo,glue,you,cup,curious,,,REJECTED,"question, answer"
https://myschoolgist.com/news/weac-english-scheme-of-exam-and-sample-questions/,English Language,d ance d,handsome,sandwich,adjective,pounding,,,REJECTED,"question, answer"
https://myschoolgist.com/news/weac-english-scheme-of-exam-and-sample-questions/,English Language,pluck ed ed,smiled,slammed,luck,table,,,REJECTED,answer
https://myschoolgist.com/news/weac-english-scheme-of-exam-and-sample-questions/,English Language,carrier,area,barrier,serious,ravine,,,REJECTED,"question, answer"
https://myschoolgist.com/news/weac-english-scheme-of-exam-and-sample-questions/,English Language,drought,crowd,nought,shout,taught,,,REJECTED,"question, answer"
https://myschoolgist.com/news/weac-english-scheme-of-exam-and-sample-questions/,English Language,acrimony,A-cri-mo-ny,a-CRI-mo-ny,a-cri-MO-ny,a-cri-mo-NY,,,REJECTED,"question, answer"
https://myschoolgist.com/news/weac-english-scheme-of-exam-and-sample-questions/,English Language,"A. sanctify SECTION 6 In each of the following sentences, the word that receives the emphatic stress is written in capital letters. From the questions lettered A to D, choose the one to which the given sentence is the appropriate answer.",,promising,notify,organic,,,REJECTED,"optionA, answer"
https://myschoolgist.com/news/weac-english-scheme-of-exam-and-sample-questions/,English Language,The DOCTOR examined the patient with a stethoscope.,Did the teacher examine the patient with a stethoscope?,Did the doctor cure the patient with a stethoscope?,Did the doctor examine the nurse with a stethoscope?,Did the doctor examine the patient with a telescope?,,,REJECTED,answer
https://myschoolgist.com/news/weac-english-scheme-of-exam-and-sample-questions/,English Language,/ ǝ /,accurate,nephew,ageless,waddle,,,REJECTED,"question, answer"
https://myschoolgist.com/news/futminna-academic-gown-34th-convocation-2026/,Unknown,January 2026 Attend the convocation on 1 February 2026 at Gidan Kwano,,,,,,,REJECTED,"optionA, optionB, optionC, optionD, answer"
